Ticker,Gross Margin (TTM),Operating Margin (TTM),Pretax Margin (TTM),Net Margin (TTM)
LBRDK,23.78356552,-197.03210176,1044.20216704,788.85523925
SFET,54.2741626,-311.72262286,-186.27004932,-186.27004932
FN,11.56909924,7.82699463,7.71033959,7.28894551
JAZZ,77.66894675,29.71415434,21.01536664,24.21021565
CDAY,50.53998301,8.99162723,4.16211625,9.54981192
YUMA,-21.83584497,-69.19543892,-205.00668797,-205.00668797
CDXS,74.71880569,-18.33094744,-17.40921441,-17.43404715
SRPT,84.91858636,-137.10025129,-187.45224285,-187.76602868
EVSI,0.98042516,-45.79428394,-61.2334963,-61.28415498
AKRO,,,,
CDNA,63.20474077,-18.83401014,-18.84581484,-17.28838102
BCML,,27.41881097,27.54671349,20.13534412
FTK,-32.12068402,-62.98542978,-64.46088494,-64.29247694
STG,83.15567656,-23.3645445,-19.87534285,-19.7646437
FND,42.19176555,9.2809134,7.35190588,7.36417699
ETNB,,,,
MDB,68.59954472,-34.9440387,-41.77605994,-41.6205065
DRRX,85.98633473,-64.77810851,-69.60492491,-69.60492491
TPX,43.21313587,11.60978751,8.54797167,6.14616871
TDOC,59.62151211,-12.1198539,-19.78196553,-17.86783829
ORGO,70.09935589,-11.2877949,-15.44326982,-15.50074526
IMTE,-1338.20634399,-2495.58420353,-5581.73293568,-5171.13361659
PEIX,-0.80729549,-3.29543309,-7.10929544,-6.24234585
MCF,1.49101941,-34.17795704,-72.51697866,-95.18392112
LILAK,36.62270494,10.4680631,-7.25627101,-2.07137316
PSTV,,-81.81439289,-99.01361489,-99.01361489
MRC,17.83178591,3.08574549,1.80229383,1.06499181
PAVM,,,,
ONEM,34.16082068,-19.58784904,-19.4050489,-19.02352149
NEON,70.77941619,-84.4116762,-86.72885946,-79.71712308
KIN,26.55075188,-1470.08928571,-1442.41071429,-1442.41071429
AZRE,70.39338964,51.5694546,-11.53175702,-14.35748268
AGLE,,,,
BHF,,-13.04610186,-12.69611393,-8.93072653
IPWR,,,,
NEXT,,,,
CAMP,36.01902649,2.23296989,-3.95641965,-3.36211714
DGLY,32.47814691,-134.95903633,-114.4949801,-114.4949801
LTHM,29.53141092,18.28012358,14.8815654,12.92481977
CRNT,33.91028177,2.55687488,0.27347566,-0.82077715
CDMO,13.82871027,-8.85105985,-8.61432554,-8.50997555
ATRA,,,,
HQI,,3.09353207,-3.39825742,-10.36039454
SHIP,21.70082891,13.91923606,-13.45564689,-13.52385577
XPO,16.03195579,5.22585296,3.41782797,2.28856319
MAT,43.17703415,1.77824012,-3.60119044,-4.90411285
REPH,43.8203265,-22.12202339,-25.71609734,-50.74276857
GIII,34.14704297,7.81609916,5.76174891,4.55113553
DESP,65.78906256,-1.69944901,-4.97927129,-3.98379808
HEPA,,,,
PFPT,71.72879677,-11.81402628,-12.42391831,-14.66634391
TTMI,13.13958833,4.73679474,1.7173191,1.53574823
IGIC,,,,
MITO,,,,
OKTA,71.62747604,-31.19643317,-35.88872945,-35.64660696
BDTX,,,,
LQDT,48.05744765,-6.49439579,-8.12790572,-8.75500054
EH,,,,
MANH,52.59252786,18.75947691,18.78423624,13.87849159
OMCL,48.70667215,8.73463118,8.24200386,6.83792127
GRWG,21.68355747,0.4046144,-0.10035759,-0.10035759
ATKR,24.63511228,12.24639872,10.02616166,7.47689018
GNC,34.54144401,7.1233853,0.21569606,-1.697718
TME,35.10595729,15.46330786,17.93920482,15.67202519
CAI,47.92717608,31.15797757,14.28228104,12.99417324
VRA,63.51865464,6.02388472,4.15155529,3.24043036
AAWW,14.69033353,6.82227477,-17.25905003,-10.700722
PPD,,,,
SNSS,100,-1123.39604438,-1125.42209358,-1125.42209358
SPWR,6.50035635,-11.10020479,1.39356984,1.18915241
AOBC,34.92897457,5.38661879,3.41831028,2.3757337
PRCP,35.6211781,0.06496349,-11.62140406,-11.35448884
ALEC,,-539.15830152,-496.65394222,-496.65394222
PBFS,,11.08106639,0.23779112,1.27591923
MEET,35.02360358,8.4470154,7.68084922,5.35206417
BIOL,37.7999418,-41.35294585,-47.32135771,-47.21024366
MUDS,,,,
VERO,45.30579264,-124.82197869,-153.19933337,-153.43669512
BRK.B,20.49989003,12.91120747,40.33367895,31.97638797
NVEE,43.14190895,6.13197259,5.68476772,4.66755348
XXII,-5.46035948,-86.8057097,-102.8104603,-102.8104603
IZEA,47.80536693,-26.60211171,-29.27785242,-29.27785242
PIH,,-0.16694002,-0.08200562,1.58739456
ARAY,38.43991189,1.46244508,0.28994648,-0.30070335
SENEA,8.46981917,2.99661833,2.14763717,1.66045713
CVU,20.80369754,10.45066158,8.48239103,5.10112064
NUAN,53.4709336,11.81549617,1.45885581,8.66959514
SBOW,49.90073831,36.4836071,32.24705593,39.72407676
CHRA,7.27668563,-3.69349106,-6.31393412,-7.57982079
GRAM,10.84369548,-1.27538412,-11.38489081,-20.35196965
ODT,,,,
AIH,71.37720428,7.12389436,-6.8835152,-10.33034085
OBCI,35.05090997,8.79955395,8.46323899,6.59382276
MDLY,,-12.62137785,-33.41201305,-3.18556899
DPHCU,,,,
NGS,16.85892814,-1.47133435,-16.2247323,-15.46636759
SPCE,-352.36294896,-5310.83440454,-12827.03137996,-12815.50018904
VRTV,11.62623704,0.87735332,-0.37600856,-0.38514766
VRRM,69.90531202,22.85481251,10.4569046,7.43041024
NEX,6.88828672,0.11742708,-5.77264712,-5.82781973
JE,19.06447139,3.38370032,-7.09242186,-7.12631643
TAOP,,,,
BABA,43.09642657,19.08556334,39.65525245,35.00533456
RFL,,-145.79904306,-124.91866029,-115.63636364
TELA,56.39941579,-144.77669306,-178.98378046,-178.98378046
NICK,99.39933329,-6.73155544,-6.73155544,-5.61670545
CNAT,,-55.28387899,-52.42436801,-52.42436801
UNT,2.12455939,-3.54458862,-101.70759256,-82.10066495
BKNG,,35.52369574,39.54599761,32.29125183
PLG,,,,
LBY,19.71227161,4.13568194,-7.67131448,-8.78549189
ALLK,,,,
HIMX,20.53001688,-2.72144237,-2.27071155,-2.0218134
MUX,-26.86289248,-47.0660084,-54.31599986,-51.03266254
TRNE,,,,
PRQR,,,,
CVGI,11.95677501,5.01643295,2.89978896,2.14072198
JP,27.36164775,-33.64968119,-57.07102948,-73.33441614
CLGN,69.37194484,-67.27157109,-93.97218646,-93.97218646
MG,26.79237923,3.38317842,1.39449576,0.80952623
BSGM,,,,
SNAP,43.93512457,-58.48487993,-60.23005082,-60.25295914
AKCA,96.74358245,-0.33753426,8.79431289,5.58395065
BOMN,-4.5356272,-29.44783726,-3.57887376,-3.59254401
WCC,18.17643362,4.14188824,3.37437254,2.67290607
MFA,94.05083715,48.9659638,49.76284419,49.61926095
NNVC,,,,
PHUN,52.4667973,-44.06705857,-56.37709558,-54.77030263
ISR,49.05006572,-49.2292986,-47.01875971,-47.01875971
ARVN,,-119.8900338,-163.55976634,-163.55976634
LSXMB,50.56723852,23.42280022,14.60985058,6.83453237
SND,28.7811115,23.92083167,16.91830457,13.56785213
MIK,36.91332754,11.1982008,7.06560164,5.36817745
CVET,18.68712274,-1.48390342,-25.88028169,-24.29577465
RARX,,-3566,-3422.93333333,-3422.93333333
HDSN,8.78322093,-9.73966272,-15.6017253,-16.00651615
PULM,,-169.70922882,-260.37926675,-260.37926675
IMRA,,,,
CFRX,,,,
GTES,37.08010754,11.52214052,6.43970069,22.37374883
GSM,-0.08093299,-14.32098459,-25.66059618,-22.30916403
MOSY,60.29149316,-20.25580012,-25.5800119,-25.5800119
FTR,39.82386295,18.26517071,-79.09277356,-71.99903487
TITN,18.66916922,1.96520775,1.29983803,0.83190243
CXDC,15.60982082,9.3307605,6.21775708,4.15603989
HOOK,,-427.77591693,-360.38352035,-360.38352035
ADUS,25.50187787,5.29093546,4.35333939,3.42443096
ARL,75.00873332,46.33643075,62.77975733,61.32327255
NFH,,,,
MHH,25.42283571,5.64022028,7.86210958,5.75748809
PNRG,18.96819344,5.13839666,13.33991297,11.36153605
CCC,43.85510266,0.74326855,-20.60625343,-21.65321318
LNG,23.93033756,20.50096753,7.68651903,6.96624382
HOME,27.86206947,5.71611717,-14.01150886,-15.70912101
CPE,44.14299584,36.80588232,15.37124835,10.11477548
AVNS,57.65481651,5.96330275,-9.17431193,-6.57970183
WVVI,61.79813112,15.06115152,13.99243283,10.14535665
CHNR,1.85317177,-413.01953155,-394.22883197,-394.22883197
CYCN,,-2522.18770801,-2729.24339916,-2729.24339916
MDCA,29.4108008,7.3882454,1.52902628,-0.33126078
OSMT,51.89887643,1.2715687,-124.15951983,-112.56836302
ONTX,,-994.04489235,-984.56252863,-985.02061383
MCC,,,,
MGTX,,-438.37037228,-411.87493398,-411.87493398
APLS,,,,
PGNY,19.81208884,4.21319819,-3.72556959,-3.73079418
NR,16.59283592,2.70082756,-0.38506607,-1.57855141
BMCH,24.59749412,4.53455902,4.03916293,3.02887586
REKR,30.22440242,-17.66005642,-32.63105976,-32.70687565
AXAS,32.36669443,23.72247308,43.16850058,43.16850058
LEAF,37.26541728,-17.38687111,-17.28038927,-17.31975529
VRSN,85.34767278,65.45039585,61.60591267,49.71327338
HWCC,11.89526022,2.06984622,1.13070006,0.75380004
VVPR,,,,
EA,73.70105422,22.43975904,24.71762048,53.27560241
AUTL,,,,
ATCX,43.81758012,-2.99738174,-1.78832976,-3.36449466
BZUN,62.24140801,5.94994759,5.95302022,5.03882583
FORR,50.63494023,1.70523092,-2.07906917,-2.072788
FLOW,33.19583821,8.92692237,5.61472634,3.7308379
KLR,24.04244525,-2.59433781,-1.45926834,-4.49860771
GH,67.01107872,-38.42379009,-32.5238484,-35.28909621
GLG,,-212.22127811,-234.02274316,-227.99713112
IBP,27.14356499,8.18977408,6.12617249,4.50897674
TVTY,35.5676533,14.6909757,-28.85629493,-25.37021828
CTHR,46.6103883,5.54325692,5.88303091,5.91331442
SLS,,,,
CANG,63.56908306,23.62049625,32.69933977,25.60675245
PACB,38.04117019,-110.62151368,-92.5658206,-92.5658206
TCBI,,27.98971046,27.98971046,22.19496921
PTON,44.41023979,-16.42903435,-15.50550875,-15.48930655
WLL,12.77205525,4.33768274,-10.7455263,-15.33895799
VMW,84.34629666,16.59175298,14.12937268,62.2728161
PHAS,70.6,-7494,-6556.8,-6556.8
RNGR,11.60581775,3.68061739,1.95903829,0.71237756
WSG,,,,
ANPC,,,,
OSW,4.23205326,-2.54929896,-6.61878616,-7.33041284
ONEW,,,,
CERS,57.56544503,-99.45150835,-88.48292196,-88.81077038
HAE,50.8813328,19.78830801,8.70735188,7.97942923
FLDM,54.825448,-43.83715872,-56.89465469,-55.26129492
LITB,32.58474937,-14.71988588,-30.9644386,-30.17310892
MBI,,-1.41843972,-84.39716312,-85.81560284
LN,55.8091338,-17.10845255,-22.64672842,-20.8278315
AFYA,56.46838022,27.69267088,24.73249605,20.23040278
SGRP,18.61363298,4.3388272,4.16802305,1.01075865
AWRE,89.66732219,-34.22648312,-25.63094068,-68.33005572
WNS,35.71748055,15.90706616,16.21841713,13.13485762
SPN,15.14015661,-1.30200327,-9.81396522,-9.80964162
LPTX,,,,
ZGYHU,,,,
ELVT,86.92651032,5.99454858,5.94809375,4.30851904
BCOW,,-88.20816864,,1.97189284
ENTA,,11.57807335,16.37366205,17.99809454
HURN,27.69996913,6.66667357,5.43681135,4.34801973
ULBI,28.69048176,6.8991994,6.34018447,4.87382368
PIRS,,-58.68104324,-55.03360055,-55.03360055
SWTX,,,,
TIGR,84.35272244,-29.74586117,-24.14537227,-17.27603334
FC,66.57816981,1.97705744,0.47319023,-0.09124881
GEN,4.28738758,1.1232121,0.20210984,0.58561043
NFIN,,,,
SHSP,64.08475983,-45.21242997,-54.44475899,-54.57405324
DYAI,20.25560489,-468.68460184,-417.98087951,-366.02378665
CRBP,,-214.63591807,-199.00143229,-197.69414575
OGI,-45.76009106,-96.32007903,-50.81340535,-42.82646279
CCRC,25.07820586,7.00348537,8.29180358,6.77585501
IMRN,70.51552282,-199.93337148,-186.90988932,-154.04730722
ANY,,,,
MYOV,,,,
TRIB,41.73592342,6.06756862,1.69877785,-4.69044252
JWN,36.0257649,5.26247987,4.39291465,3.20128824
DNJR,,-113.6937837,-133.62746778,-147.89646468
EXFO,54.09810374,2.45131974,1.30732645,1.69012304
LTBR,,,,
CSTL,85.66830052,14.12963432,10.31367376,10.17485302
STSA,,,,
EVK,31.90816084,2.18391625,2.33928147,1.27527956
LMST,,21.21184822,19.81550214,18.76869302
MTZ,12.21548148,8.08778776,7.11298382,5.46183672
PMBC,,10.96751561,10.96751561,7.77099558
BREW,32.56914251,-9.38897555,-10.16629442,-6.69478834
HFFG,16.28404564,2.13244986,2.08479247,1.38851127
BVXV,,,,
SENS,-86.21191493,-613.40782123,-542.45810056,-542.45810056
HCAC,,,,
LBTYB,26.07373392,7.69484036,-10.01602911,-13.2201187
LASR,29.6338446,-5.32728642,-3.83027874,-7.29479841
ZN,,,,
QRTEA,23.10150097,10.03863873,-4.6217863,-3.38831922
VOXX,22.5352569,-6.21079625,-13.60782916,-10.26942026
BNED,22.37267975,0.8151151,-3.01737771,-2.288026
INUV,50.50094259,-12.39360663,-7.83825148,-7.29474423
VISL,40.6061765,-39.26124231,-46.5755171,-46.5755171
MIND,27.44694102,-26.7834044,-27.76792986,-28.10808221
NBIX,98.47546934,28.75534303,5.90019754,4.69589953
ESPR,,-62.75174571,-65.49095468,-65.49095468
PRPL,44.1152027,3.78515167,-2.79649265,-0.9401015
UROV,,,,
NAOV,65.59356137,-1061.36820926,-1194.76861167,-1166.59959759
AMBC,,5.3702609,-36.97504424,-43.4822259
RES,10.83148112,-3.66775768,-9.25230426,-7.15349772
PRO,60.40609745,-21.10620211,-27.34626539,-27.59553237
EYE,48.1675502,4.88079145,1.76822199,1.90207101
UPWK,70.15391029,-5.48677602,-4.9809101,-4.99017383
CRSA,,,,
GOSS,,,,
SSRM,25.08387926,20.12749115,14.16335849,9.42987658
SERV,41.93548387,11.45883486,7.51083293,6.21088108
CLSK,-87.09520024,-208.70667443,-490.77782049,-490.77782049
DYNT,30.31340738,-0.39554353,-1.67623367,-1.35322844
SSNT,38.65263211,-1.23276893,-1.9244742,-2.01415682
CHCI,7.95157963,-1.87417663,-3.20648256,-3.64147051
OSS,31.63427318,-6.75984499,-6.44792067,-3.8971679
EVOP,61.21191161,6.05791123,-3.87378597,-2.08016831
MEIP,20.90669014,-1080.45774648,-825.55017606,-825.55017606
ORMP,,-459.48945616,-454.90196078,-466.00073992
ALGN,72.97328066,21.37626122,23.37759411,18.39690609
PTGX,,-36280.95238095,-34641.12554113,-33414.28571429
ROSE,31.77396866,20.33796218,68.87327084,25.28493513
ASRT,51.39234439,5.53756999,-96.94080739,-94.63889676
PLNT,45.54967741,33.83865367,25.14169488,17.08686361
VTVT,,-755.86107091,-790.08683068,-648.08248915
DAR,13.39935133,2.79115005,11.30853031,9.29214154
FB,81.93699874,41.00032533,35.09625585,26.14679548
COOP,,-30.09761388,-0.1626898,14.58785249
VBIV,-292.70598829,-2075.95677623,-2467.9423683,-2467.9423683
IEA,10.81919945,2.59174475,0.38602347,0.47789145
GDS,23.65460023,11.63772333,-10.37046128,-10.75705901
UEIC,23.1435067,2.03257697,1.38053318,0.48176653
BROG,,,,
TSLA,16.55450331,0.32356802,-2.70404107,-3.50908978
RMTI,4.63101522,-55.61783638,-55.67124503,-55.67124503
RNWK,40.08180672,-16.41073016,-11.73066532,-11.62085374
EAST,34.83453341,-88.52209429,-92.10128349,-92.09663919
GMHIU,,,,
WORX,,-233.3006667,-224.26140281,-224.27877076
MTOR,14.65537521,8.04516584,7.4805928,5.62220654
CRL,33.24062862,14.82092731,11.60083106,9.61454678
NMCI,72.81321539,19.21332278,5.30410084,5.30410084
LPSN,69.65834388,-29.14484807,-31.96952083,-32.9451423
TRQ,35.1780513,14.88761998,-27.70579231,-13.26403792
YNDX,59.75855401,14.50300382,15.21823771,7.28111164
ELLO,34.47785976,7.3906187,-18.70624626,-3.63361875
ZEAL,98.99487433,-1426.58386064,-1397.92272833,-1385.45480541
DMAC,,,,
EQC,41.08788246,4.65788754,386.19045758,385.04161619
VTGN,,,,
SEEL,,-7932.53333333,-13668,-13668
PLM,,,,
SINA,77.18732012,17.11912638,11.79719412,-3.2613716
VRCA,,,,
ALLO,,,,
LOOP,,,,
FFHL,21.76540759,2.96047223,0.31270139,-0.75014333
ANCN,,,,
CLLS,7.26640556,-874.84107491,-816.83309126,-677.94461536
CACI,32.98625321,7.45962584,5.98722011,4.91592989
CIA,,3.50199634,2.27332982,-0.54211695
TWTR,67.13116908,10.59086892,11.27788077,42.36830322
MMI,37.14317955,11.82163814,13.33187836,9.53959932
AQMS,-408.8018055,-836.9716865,-919.01928601,-919.06032007
SCYX,,-40429.75206612,-44388.42975207,-44388.42975207
MSC,50.7417034,28.81019509,7.02547975,5.35539057
LEGH,36.8808839,20.60964882,20.18042411,15.44834642
ZUO,54.58945073,-31.03163477,-30.04922896,-30.20897858
ORSNU,,,,
JMP,94.49823307,-11.00608847,-11.39609145,-5.57670201
NOVA,58.43975189,-17.05053361,-101.42752896,-109.7258962
UNVR,18.82005836,4.71847441,-0.01184464,-1.13708557
APEX,,29.52574276,-37.89444547,-50.5074737
TEVA,43.39923172,15.67156541,-7.26498578,-5.73771461
SAEX,13.7115972,-6.295229,-12.51269112,-17.14457295
FLXN,86.34812287,-186.78125471,-205.28941705,-205.28941705
XLRN,,-184.40507082,-168.8304141,-168.74662126
ECOR,51.58967125,-1858.99431754,-1888.05147559,-1888.76267238
ARGX,,-268.13289747,-227.02463943,-232.08841071
UA,46.62502051,4.06372068,3.9982524,1.75558267
TREE,87.83502304,6.99483012,2.79964902,3.5658678
VJET,30.33352673,-54.07960772,-45.62125699,-45.15528029
NEBU,,,,
RVLV,53.47033992,8.00308822,7.84817793,-0.85674875
DFPHU,,,,
KEQU,15.79534017,-1.37876526,-2.22791172,-3.3067398
CBLI,,-270.15641163,-249.15703801,-241.93937366
DSKE,9.09614277,0.22452504,-20.84052965,-17.69717904
MCRI,44.9495517,17.13195219,15.88338698,12.76899738
HONE,,10.53746852,10.53746852,8.48908427
PCYG,64.70155923,10.66616103,11.15372585,10.83868102
CARG,93.06284767,5.89999253,6.5722446,7.15653845
OMN,19.66856832,4.78130943,-2.58082043,-3.04265145
AGIO,90.16639528,-361.56879707,-348.96533008,-348.96533008
MTNB,,-21067.3807509,-19343.35166793,-19343.35166793
BVSN,75.55724417,-96.04863222,-100.15197568,-56.43363728
VXRT,,-110.17035084,-184.09044818,-189.0590144
WPRT,19.81068498,-7.34911158,-5.22806777,0.0446875
GMS,29.23153406,5.27769284,3.12240241,2.4823679
WTT,45.56121093,-3.02528566,-3.65078392,-0.84626234
PNTG,12.05354901,3.3831466,1.55377203,0.75207293
AKTS,-131.74717822,-1609.66599079,-1792.78911047,-1792.78911047
CARE,,16.31067961,16.20105542,15.4960786
USNA,80.93641071,13.77978362,14.18566465,9.47552177
GNCA,,,,
GTT,31.08397477,9.21928352,-5.943631,-6.1288269
LINC,54.82016968,1.70922035,0.83522048,0.70351685
BYSI,,,,
MTSL,64.70904208,-2.59623993,-3.49149508,-4.42256043
MIME,74.12276911,-0.08643277,-1.32019884,-1.64345741
SMTX,9.93554553,2.66676689,-1.39781107,-1.60934845
DB,,-3.10131748,-7.99521977,-15.70770666
FCN,34.41421131,12.98902503,12.2602931,9.21173265
SG,,-3.45607641,-2.11763227,-2.97222571
WTRH,14.68214425,-44.87126647,-151.93687231,-151.97913134
NVMI,52.99698989,16.18788043,17.55643394,15.63788021
LX,59.29412643,29.9595513,29.81710208,25.41129261
CNTY,43.1892957,5.16244329,-5.48366402,-8.77743665
PFMT,-8.27549989,-8.27549989,-18.07926505,-17.82865348
VRAY,-7.9720216,-137.60793785,-136.92898316,-136.92898316
EVRI,53.27298191,17.40368345,2.95126555,3.04777124
INCY,93.17746909,19.53381549,22.54957594,20.70198665
OCUL,1.13555713,-2029.85568961,-2043.34043057,-2043.34043057
KTOV,,-776.56023672,-590.48943817,-586.18509583
TRUE,83.4356279,-13.72329603,-15.42924155,-15.51090765
QMCO,42.84637762,4.61446083,-2.07529927,-2.57959102
NGM,,-47.65124005,-41.33025574,-41.33025574
NM,24.59527081,16.34410604,-31.56586533,-34.90881617
VERB,,-180.7304635,-187.28423832,-187.29934253
ACB,2.2751973,-151.71706296,-489.79885495,-484.80662516
NTNX,76.45558371,-65.16470715,-66.68452045,-68.13379929
JAN,15.02201974,-27.77828398,-25.35155657,-20.81700835
RSSS,29.90593803,-3.88719969,-3.60345599,-3.66242235
GTLS,24.00892926,8.02093757,4.06435224,3.57170349
TBIO,,-1245.48949257,-1457.95745771,-1451.72988211
PCYO,24.27878577,12.49626353,37.99238857,32.97216
LCA,,,,
BLDR,26.10914107,5.38849966,3.88376732,3.04664655
TYME,,,,
NM/PG,24.59527081,16.34410604,-31.56586533,-34.90881617
DEAC,,,,
ASPU,55.04189638,-11.19393009,-14.47840883,-14.612841
LUB,6.75892696,-4.92903095,-4.94771952,-5.08772541
FNKO,30.27915713,5.85300249,4.051798,1.47070479
ALLT,69.09900091,-8.15440509,-6.37420527,-7.86466848
TRCH,-549.16591068,-988.43986637,-1318.48905815,-1318.48905815
NTCO,64.70884424,10.46234406,3.46070049,1.0782223
ROCK,23.82449002,9.57659587,8.09240443,6.21429983
WW,55.76214307,20.82419126,10.68110437,8.46337427
ELAN,45.59752524,12.04819277,2.54640182,2.21100619
INWK,21.45483023,2.0805763,-0.84087438,-1.06025546
ZM,78.4928484,2.03900054,4.23378484,3.7322254
MESA,23.30435784,16.26837366,7.20986456,5.38700039
RETA,,-1075.61187163,-1094.24897236,-1094.27914168
LILA,36.62270494,10.4680631,-7.25627101,-2.07137316
IHRT,55.67666418,14.49411647,223.45463739,221.14361693
ADSK,88.86295944,10.44001597,9.05210796,6.58642184
TPIC,5.59331709,2.65903237,0.51562826,-1.09349112
BBI,,-1245.51835853,-1223.05615551,-1223.05615551
DRQ,28.79473488,1.37076458,2.51395234,0.41441159
NIU,,,,
FUTU,78.92874226,17.70031133,16.80886553,15.60194404
CCS,17.65752032,6.05068553,5.23027031,4.45575574
HVBC,,7.51465212,7.51465212,5.86084837
CKPT,,-1454.91803279,-1446.95550351,-1446.95550351
SOLY,,,,
WPX,14.18020679,-4.7267356,16.14967996,12.70310192
APY,33.46676968,10.88789407,5.45810205,4.80370835
CCXI,,-161.37898583,-153.59001329,-153.59001329
AXSM,,,,
DIOD,35.84622898,14.11678528,15.87072603,12.2685389
DY,11.15064249,3.5274616,2.35160114,1.71318706
JRJC,63.86351041,-35.77240331,-37.84439325,-32.77255116
MYOK,,,,
NODK,,13.04225396,13.04225396,10.18392082
NOAH,94.19808558,24.42602402,28.69648394,24.56461974
CTXR,,,,
EVI,22.5057807,2.32810028,1.56261409,0.9553365
NBEV,56.88626295,-18.37466694,-30.41567471,-35.40881643
BFRA,80.46876105,-97.18364628,9.08293743,60.11709328
PAYS,51.3491159,16.48809461,17.78178649,19.55861625
BRK.A,20.49989003,12.91120747,40.33367895,31.97638797
TRC,16.01276175,-2.88956646,29.39846132,21.36381075
ADMA,-39.06160884,-141.14351375,-164.50025713,-164.50025713
NAV,17.46433934,5.74324324,2.13025526,1.63288288
KOPN,29.19247281,-88.24312283,-99.14431165,-99.95745424
PVAC,43.42848488,38.2356468,15.29956011,14.84999379
CVLT,80.00546859,1.04761309,-1.31275243,-2.43512231
AXL,12.2632409,6.67901821,-8.1612029,-7.4599213
MTDR,35.00094852,27.21295049,15.42092488,8.53932475
BLUE,54.30899405,-1817.78887048,-1768.70886869,-1767.48891973
ALT,,-235.0666788,-560.78679562,-523.80091865
PROF,,,,-365.30059949
SHLL,,,,
HZNP,72.14100609,10.57937938,-1.5556576,44.07747827
HTZ,17.68916155,7.75051125,0.12269939,-0.59304703
CTRA,4.76142447,1.33919293,-11.38294342,-8.86982264
RVP,31.22386265,1.89044621,3.02358548,3.0386877
UEC,,,,
RAMP,56.50689295,-58.32972335,-56.66573232,-48.15296146
GLPG,,43.86337565,31.43266269,33.3812622
KTCC,8.03757158,1.78673928,-2.23193171,-2.01771586
WSTL,28.54493794,-31.91864812,-45.00074772,-45.165246
SLRX,,-433.88887769,-372.25725545,-372.25725545
MORF,,,,
GNRC,34.89068817,16.8832247,14.49901467,11.48881114
HMI,25.27248792,10.42298977,11.21381076,9.86688152
EDSA,,,,
MYRG,10.15416972,2.6330668,2.43544798,1.81975406
STXB,,25.14949255,24.28179574,19.3252263
BCRX,90.85901505,-203.65516535,-222.98965906,-222.98965906
EVOL,63.04448207,-4.11343697,-96.30983531,-93.4816069
VIOT,23.39174517,5.93757603,7.30617667,6.29644477
TZOO,89.32879762,8.46138657,7.99913833,3.69619072
SLDB,,,,
SYKE,31.15988595,5.55703936,5.32453296,3.97101354
SGOC,34.9225854,-41.75473089,-327.64807078,-196.43647088
RDUS,89.84808184,-64.75360178,-76.73396147,-76.73396147
PCTY,67.5435774,11.4762658,11.46412752,11.10556646
COCP,,-46.72184356,-920.69133398,-723.95326193
BBQ,19.64574158,4.84171579,2.70456836,3.04971491
AGFS,25.81189545,-13.91291565,-46.24878723,-35.7698527
ISIG,21.68625307,-16.46624761,-24.99316753,-22.87054751
VNCE,47.9020161,3.07335031,0.95231542,0.91309434
LBTYA,26.07373392,7.69484036,-10.01602911,-13.2201187
RGS,39.30300851,-1.2889469,-5.11993732,-4.54467047
OPTN,84.7131183,-276.05613468,-317.79041899,-317.79041899
MUSA,2.94201474,1.91170393,1.44215011,1.10298833
RYI,18.59338902,4.4317576,2.5590901,1.83046028
CTRC,20.26344024,-1.3390039,-12.83882152,-12.7420137
SCKT,54.19606657,3.1492996,2.62797167,1.49031643
AGYS,48.16886048,-6.54784549,-6.6372467,-6.76152071
VCEL,68.11964361,-9.54688163,-8.2011031,-8.2011031
NNDM,28.11166008,-226.93476404,-118.24073165,-118.24073165
INFU,64.57745177,4.34568206,1.87881403,1.67786476
GSIT,60.28129869,-15.10296037,-13.70699457,-13.92807513
RWLK,55.94089883,-288.28237226,-318.98214652,-319.1257952
MDRX,38.73803193,0.5153263,-11.65506665,-10.28440029
VIR,,,,
CRY,62.25970415,7.1149293,0.59517345,0.61870524
TPTX,,,,
XNCR,,8.94894703,17.34971283,17.15060625
TTPH,54.98915401,-883.47342733,-950.17624729,-950.17624729
NFE,-15.37237277,-96.23000661,-107.80171844,-17.87653668
EGO,15.20299038,8.75952455,16.3456162,11.04406828
WLDN,27.06979704,2.338755,1.05078098,1.09253237
TLRY,-21.02240401,-129.68996101,-194.70412447,-192.34095305
SPWH,31.28516326,3.8189262,2.87330452,2.28057053
WVE,,-1303.36607646,-1211.52474504,-1211.52474504
NTEC,,,,
EVBG,62.32663952,-23.46053902,-25.79872761,-26.0102946
CLW,9.28122126,2.57984853,-0.44991087,-0.31564725
GLBS,-9.84060558,-22.0690504,-27.95248938,-27.95248938
SGMA,9.64952659,1.7170299,1.05493239,0.61684391
BAND,45.22902568,-7.60681703,-6.54531071,1.07225466
KMPH,74.69429083,-158.40018693,-191.16753641,-193.70667497
MOBL,79.49238925,-21.21265275,-22.76111403,-23.79991814
AZPN,89.94417302,44.97640132,48.40186134,41.49036802
ZYNE,,,,
ERYP,,,,
SILK,74.86030874,-44.29870253,-82.73352906,-82.73352906
HX,41.10614236,-264.41851197,-243.95502682,-213.55388928
DHX,82.60694919,12.89549441,10.92856665,8.40262436
LEJU,89.06101396,1.14190562,1.88852768,1.40496539
ZCMD,,,,
TTI,17.87918873,4.41521755,-13.88557836,-13.21857962
SNMP,42.89361167,19.04929577,-64.05935614,-64.31338028
REX,7.97997292,-1.96850017,-0.27964233,1.77664975
PASG,,,,
HIBB,29.94036652,4.70498229,3.06763697,2.30908756
